locality,Price,Number_bedrooms,Living_area
277212.0068965517,319000,3.0,124.0
264300.0,319000,3.0,124.0
291505.0,390000,2.0,116.0
277212.0068965517,261100,2.0,96.0
277212.0068965517,309200,2.0,101.0
277212.0068965517,311400,2.0,109.0
277212.0068965517,318700,2.0,111.0
295519.04761904763,321000,2.0,118.0
318466.6666666667,409900,3.0,120.0
328250.0,394000,3.0,150.0
271620.3,279132,2.0,99.0
262270.04901960783,165000,1.0,72.0
205456.02409638555,199000,2.0,78.0
193916.66666666666,200000,2.0,86.0
262270.04901960783,225000,2.0,125.0
192538.49367088606,204198,3.0,83.0
192538.49367088606,210635,3.0,106.0
192538.49367088606,222222,2.0,83.0
192538.49367088606,230463,2.0,96.0
192538.49367088606,239900,3.0,96.0
192538.49367088606,243337,2.0,96.0
192538.49367088606,248487,2.0,96.0
367749.8620689655,320000,3.0,103.0
299311.1111111111,172000,1.0,60.0
432170.7151162791,179000,2.0,85.0
277212.0068965517,209000,1.0,70.0
257243.3125,229000,2.0,100.0
312382.03007518797,234000,2.0,105.0
330577.27142857143,249000,1.0,56.0
253133.33333333334,249000,2.0,140.0
279595.0,324500,2.0,127.0
432170.7151162791,329000,2.0,96.0
299311.1111111111,329000,2.0,86.0
432170.7151162791,375000,3.0,105.0
432170.7151162791,565000,3.0,158.0
317196.43076923076,310167,2.0,93.0
384466.42424242425,357000,1.0,86.0
384466.42424242425,380000,1.0,86.0
330577.27142857143,423500,2.0,114.0
330577.27142857143,423500,2.0,114.0
291505.0,245000,1.0,66.0
360069.31192660553,262080,2.0,88.0
291505.0,268500,2.0,90.0
290823.125,280850,2.0,90.0
360069.31192660553,284160,2.0,100.0
250187.38461538462,289820,2.0,84.0
290823.125,293850,2.0,90.0
295519.04761904763,316000,2.0,99.0
432170.7151162791,569000,3.0,150.0
297606.0,409126,3.0,132.0
342545.45454545453,280000,1.0,78.0
342545.45454545453,355000,2.0,105.0
342545.45454545453,467500,3.0,141.0
277212.0068965517,199500,1.0,78.0
297606.0,336616,3.0,120.0
318074.19402985077,336616,3.0,120.0
277212.0068965517,354975,2.0,105.0
476351.2195121951,369000,2.0,85.0
476351.2195121951,370000,2.0,85.0
476351.2195121951,398000,2.0,94.0
476351.2195121951,398000,2.0,95.0
476351.2195121951,459000,2.0,108.0
216053.57142857142,155000,3.0,108.0
277212.0068965517,169000,1.0,55.0
216053.57142857142,175000,3.0,108.0
238852.20512820513,179000,1.0,74.0
219325.4,189000,2.0,85.0
277212.0068965517,189000,1.0,51.0
216053.57142857142,199000,3.0,109.0
277212.0068965517,225000,2.0,90.0
294249.7731958763,239000,1.0,77.0
294249.7731958763,239000,3.0,120.0
432170.7151162791,245000,1.0,50.0
360069.31192660553,249000,2.0,170.0
312382.03007518797,249000,2.0,100.0
432170.7151162791,269000,2.0,82.0
277212.0068965517,289000,2.0,90.0
277212.0068965517,295000,3.0,135.0
322408.375,298000,2.0,110.0
432170.7151162791,309000,2.0,81.0
312166.6666666667,329000,2.0,80.0
277212.0068965517,329000,3.0,136.0
300627.75,338530,1.0,97.0
290692.3076923077,370000,2.0,125.0
360069.31192660553,399000,3.0,200.0
318074.19402985077,216672,1.0,67.0
317196.43076923076,255000,1.0,71.0
317196.43076923076,265000,1.0,74.0
317196.43076923076,265000,1.0,69.0
317196.43076923076,285000,1.0,78.0
250187.38461538462,294820,2.0,82.0
317196.43076923076,355000,2.0,108.0
317196.43076923076,375000,2.0,113.0
317196.43076923076,395000,1.0,97.0
317196.43076923076,440000,2.0,122.0
205456.02409638555,168000,2.0,83.0
205456.02409638555,182000,2.0,91.0
138143.46296296295,90000,2.0,95.0
190028.57142857142,125000,2.0,81.0
262270.04901960783,135000,2.0,63.0
192538.49367088606,140000,1.0,78.0
192538.49367088606,140000,1.0,78.0
207482.75862068965,187500,1.0,68.0
247811.42857142858,249000,2.0,106.0
219325.4,159000,2.0,80.0
290204.597826087,260000,3.0,114.0
328392.2,264622,2.0,78.0
277212.0068965517,275000,2.0,90.0
277212.0068965517,289000,2.0,109.0
432170.7151162791,295000,2.0,76.0
216053.57142857142,299000,2.0,212.0
432170.7151162791,412000,1.0,75.0
277212.0068965517,465000,2.0,108.0
299311.1111111111,220000,1.0,78.0
318074.19402985077,283665,2.0,92.0
360069.31192660553,299000,2.0,96.0
360069.31192660553,309000,2.0,96.0
432170.7151162791,550000,1.0,100.0
244653.84615384616,265000,2.0,120.0
330577.27142857143,330000,2.0,101.0
290204.597826087,267500,1.0,93.0
305776.1666666667,316405,2.0,90.0
305776.1666666667,320405,2.0,95.0
312382.03007518797,460000,3.0,167.0
432170.7151162791,449000,3.0,149.0
359280.95238095237,318000,2.0,84.0
359280.95238095237,329000,2.0,84.0
359280.95238095237,339000,2.0,84.0
294249.7731958763,299000,2.0,84.0
223893.75,165000,2.0,76.0
231362.5,294000,2.0,130.0
231362.5,304000,2.0,145.0
231362.5,304000,2.0,148.0
192538.49367088606,157484,2.0,66.0
192538.49367088606,249003,3.0,72.0
192538.49367088606,80000,1.0,72.0
262270.04901960783,197500,1.0,81.0
305776.1666666667,386177,2.0,112.0
277212.0068965517,428711,3.0,127.0
331600.0,249000,1.0,84.0
432170.7151162791,359000,1.0,96.0
432170.7151162791,394500,2.0,116.0
432170.7151162791,421000,2.0,122.0
432170.7151162791,439500,3.0,118.0
244653.84615384616,209000,1.0,97.0
476351.2195121951,150000,1.0,62.0
250187.38461538462,195000,2.0,87.0
303358.5,199000,2.0,90.0
290204.597826087,258000,2.0,111.0
290204.597826087,299000,2.0,100.0
367749.8620689655,310000,2.0,85.0
294249.7731958763,239000,2.0,93.0
312382.03007518797,285990,2.0,131.0
318074.19402985077,303975,2.0,102.0
326553.1914893617,330000,2.0,103.0
326553.1914893617,335000,2.0,103.0
326553.1914893617,335000,1.0,91.0
326553.1914893617,340000,2.0,105.0
326553.1914893617,340000,2.0,105.0
326553.1914893617,365000,2.0,105.0
326553.1914893617,370000,2.0,107.0
326553.1914893617,370000,2.0,103.0
432170.7151162791,374500,2.0,102.0
326553.1914893617,385000,2.0,110.0
291505.0,402643,2.0,122.0
432170.7151162791,404500,2.0,95.0
326553.1914893617,410000,3.0,115.0
326553.1914893617,420000,3.0,134.0
312382.03007518797,436990,2.0,190.0
312382.03007518797,469990,3.0,204.0
432170.7151162791,575000,3.0,127.0
432170.7151162791,619000,2.0,145.0
264300.0,180000,2.0,90.0
244653.84615384616,199000,2.0,110.0
199000.0,199000,2.0,110.0
432170.7151162791,486000,2.0,85.0
268324.0,319000,2.0,96.0
368866.1,365000,2.0,95.0
250187.38461538462,162000,2.0,76.0
271007.13636363635,199000,2.0,66.0
314666.6666666667,329000,3.0,115.0
377500.0,329000,3.0,115.0
271620.3,142500,2.0,85.0
277212.0068965517,170000,2.0,104.0
312382.03007518797,175000,2.0,87.0
312382.03007518797,199000,1.0,85.0
312382.03007518797,205000,1.0,85.0
312382.03007518797,209500,1.0,85.0
312382.03007518797,215000,1.0,85.0
244653.84615384616,224000,2.0,81.0
312382.03007518797,224500,1.0,85.0
318466.6666666667,230500,2.0,111.0
432170.7151162791,239000,2.0,86.0
384466.42424242425,284000,1.0,76.0
384466.42424242425,300000,1.0,76.0
384466.42424242425,305000,1.0,76.0
384466.42424242425,494000,3.0,115.0
432170.7151162791,262000,1.0,65.0
360069.31192660553,159000,1.0,65.0
244653.84615384616,199000,1.0,71.0
267000.0,199000,1.0,73.0
291956.0909090909,214500,2.0,70.0
312382.03007518797,229000,2.0,125.0
279595.0,237000,2.0,81.0
312382.03007518797,255000,2.0,125.0
318074.19402985077,279000,2.0,95.0
360069.31192660553,289900,1.0,122.0
277212.0068965517,299000,2.0,118.0
318074.19402985077,340000,4.0,250.0
279595.0,309000,3.0,92.0
277212.0068965517,354975,2.0,105.0
317196.43076923076,255000,1.0,69.0
317196.43076923076,260000,1.0,69.0
317196.43076923076,310000,2.0,90.0
317196.43076923076,320000,2.0,93.0
317196.43076923076,320000,2.0,90.0
317196.43076923076,330000,2.0,93.0
317196.43076923076,430000,2.0,90.0
330577.27142857143,348000,3.0,150.0
465536.36363636365,237000,3.0,86.0
360069.31192660553,129000,1.0,50.0
253133.33333333334,295000,3.0,102.0
330577.27142857143,194534,2.0,72.0
330577.27142857143,449000,3.0,157.0
290692.3076923077,179000,1.0,57.0
432170.7151162791,409076,3.0,103.0
367749.8620689655,409076,3.0,103.0
328392.2,416300,2.0,112.0
432170.7151162791,580000,3.0,150.0
295519.04761904763,535000,5.0,286.0
432170.7151162791,480000,3.0,96.0
290692.3076923077,435000,2.0,117.0
290692.3076923077,446000,2.0,112.0
290204.597826087,274780,2.0,81.0
305776.1666666667,359000,3.0,120.0
271007.13636363635,279483,2.0,95.0
257243.3125,237500,1.0,67.0
305776.1666666667,389000,3.0,130.0
305776.1666666667,410000,3.0,129.0
271620.3,299132,1.0,99.0
271620.3,314132,1.0,101.0
368866.1,443200,2.0,119.0
368866.1,445200,2.0,119.0
271620.3,679132,2.0,228.0
277212.0068965517,175000,2.0,85.0
277212.0068965517,219500,1.0,70.0
360069.31192660553,355000,3.0,125.0
360069.31192660553,635000,3.0,182.0
291505.0,243800,1.0,78.0
295519.04761904763,350000,3.0,165.0
295519.04761904763,354000,3.0,166.0
330577.27142857143,259600,2.0,88.0
277212.0068965517,262650,2.0,99.0
264300.0,262650,2.0,99.0
360069.31192660553,279000,2.0,91.0
303358.5,279000,2.0,84.0
257243.3125,286000,2.0,104.0
290204.597826087,289000,2.0,88.0
290204.597826087,289000,2.0,86.0
360069.31192660553,289000,2.0,91.0
303358.5,289000,2.0,88.0
303358.5,289000,2.0,93.0
303358.5,299000,2.0,91.0
328392.2,329000,2.0,111.0
303358.5,329000,2.0,104.0
360069.31192660553,335000,3.0,126.0
432170.7151162791,349500,2.0,91.0
360069.31192660553,359000,3.0,117.0
360069.31192660553,725000,3.0,178.0
432170.7151162791,485450,3.0,116.0
291505.0,257500,2.0,87.0
291505.0,267000,2.0,89.0
291505.0,269500,2.0,93.0
360069.31192660553,279000,2.0,96.0
250187.38461538462,294820,2.0,84.0
291505.0,309500,2.0,93.0
318074.19402985077,328232,3.0,123.0
318074.19402985077,365000,2.0,113.0
432170.7151162791,430000,2.0,99.0
432170.7151162791,430000,2.0,99.0
432170.7151162791,457000,2.0,112.0
432170.7151162791,534500,2.0,165.0
432170.7151162791,583000,2.0,128.0
299311.1111111111,220000,1.0,78.0
299311.1111111111,254000,1.0,76.0
299311.1111111111,259000,1.0,76.0
299311.1111111111,264000,1.0,76.0
299311.1111111111,280000,2.0,95.0
299311.1111111111,287500,2.0,97.0
299311.1111111111,305000,2.0,97.0
299311.1111111111,317500,2.0,97.0
299311.1111111111,320000,2.0,97.0
299311.1111111111,345000,3.0,112.0
299311.1111111111,349000,2.0,110.0
299311.1111111111,349000,3.0,111.0
299311.1111111111,350000,3.0,115.0
299311.1111111111,355000,3.0,126.0
299311.1111111111,360000,3.0,126.0
318074.19402985077,367000,2.0,90.0
299311.1111111111,399000,3.0,165.0
360069.31192660553,228973,1.0,73.0
312382.03007518797,235000,2.0,93.0
312382.03007518797,263990,2.0,122.0
299600.0,317900,2.0,85.0
432170.7151162791,534500,3.0,165.0
290204.597826087,159000,1.0,72.0
359280.95238095237,368000,3.0,115.0
476351.2195121951,415000,2.0,89.0
476351.2195121951,430000,2.0,89.0
360069.31192660553,179000,2.0,86.0
312382.03007518797,189000,2.0,82.0
303358.5,199000,1.0,74.0
368866.1,229000,3.0,98.0
307370.2068965517,229000,1.0,100.0
312382.03007518797,232000,2.0,91.0
312382.03007518797,243000,2.0,107.0
195666.66666666666,245000,2.0,84.0
218718.13636363635,259000,3.0,108.0
291956.0909090909,269000,3.0,130.0
432170.7151162791,275000,1.0,69.0
328392.2,295000,2.0,83.0
271620.3,299000,3.0,107.0
271620.3,299000,2.0,113.0
303358.5,318000,1.0,71.0
432170.7151162791,325000,2.0,90.0
255333.33333333334,349000,2.0,93.0
312382.03007518797,360000,2.0,135.0
295519.04761904763,365000,2.0,93.0
432170.7151162791,369000,2.0,83.0
432170.7151162791,395000,1.0,70.0
257243.3125,395000,2.0,177.0
432170.7151162791,465000,2.0,131.0
432170.7151162791,474500,3.0,140.0
432170.7151162791,494500,3.0,140.0
432170.7151162791,494500,2.0,116.0
360069.31192660553,264664,2.0,94.0
313229.4117647059,505000,2.0,162.0
432170.7151162791,276900,1.0,82.0
277212.0068965517,213400,1.0,72.0
250187.38461538462,294820,2.0,82.0
291505.0,327000,2.0,101.0
432170.7151162791,349500,2.0,91.0
244653.84615384616,319500,2.0,98.0
300627.75,349000,3.0,245.0
307370.2068965517,424000,3.0,184.0
277212.0068965517,169000,2.0,79.0
244653.84615384616,237500,2.0,108.0
279595.0,244000,2.0,60.0
218718.13636363635,249000,2.0,109.0
432170.7151162791,268000,1.0,63.0
218718.13636363635,275000,2.0,137.0
367749.8620689655,279000,2.0,100.0
277212.0068965517,169000,2.0,74.0
277212.0068965517,95000,2.0,74.0
432170.7151162791,187000,1.0,48.0
264300.0,225000,2.0,160.0
238852.20512820513,256500,2.0,83.0
277212.0068965517,265000,2.0,95.0
432170.7151162791,297000,1.0,73.0
294249.7731958763,349000,2.0,89.0
307370.2068965517,459000,3.0,168.0
293285.71428571426,485000,4.0,248.0
307370.2068965517,609000,2.0,191.0
268324.0,259000,2.0,83.0
331600.0,349000,2.0,101.0
277212.0068965517,300000,2.0,95.0
277212.0068965517,249000,3.0,128.0
279595.0,268000,2.0,85.0
318074.19402985077,279500,1.0,73.0
318074.19402985077,440000,2.0,114.0
216053.57142857142,119500,1.0,47.0
476351.2195121951,130000,1.0,70.0
238852.20512820513,179000,1.0,73.0
294249.7731958763,189000,2.0,80.0
290204.597826087,195000,2.0,71.0
253000.0,195000,2.0,81.0
360069.31192660553,199000,2.0,100.0
218718.13636363635,209000,2.0,77.0
195666.66666666666,215000,2.0,105.0
290204.597826087,492500,2.0,146.0
432170.7151162791,284000,1.0,76.0
432170.7151162791,300000,1.0,76.0
432170.7151162791,305000,1.0,76.0
432170.7151162791,410000,2.0,103.0
432170.7151162791,419000,2.0,103.0
432170.7151162791,430000,2.0,103.0
432170.7151162791,494000,3.0,115.0
299311.1111111111,225000,1.0,68.0
432170.7151162791,325000,1.0,86.0
432170.7151162791,345000,1.0,54.0
203000.0,195000,3.0,108.0
299311.1111111111,197000,2.0,87.0
330577.27142857143,237500,1.0,54.0
432170.7151162791,225000,1.0,68.0
326553.1914893617,240000,2.0,79.0
330577.27142857143,248000,1.0,75.0
312382.03007518797,259000,1.0,158.0
330577.27142857143,269000,1.0,66.0
330577.27142857143,288000,2.0,108.0
432170.7151162791,327000,2.0,89.0
432170.7151162791,345000,2.0,90.0
299311.1111111111,349000,2.0,250.0
432170.7151162791,365000,2.0,73.0
330577.27142857143,499000,3.0,208.0
300627.75,319130,2.0,91.0
300627.75,328830,1.0,97.0
300627.75,328830,2.0,91.0
317196.43076923076,350000,2.0,97.0
277212.0068965517,354000,3.0,107.0
300627.75,386060,2.0,114.0
277212.0068965517,449000,2.0,230.0
384466.42424242425,290000,1.0,75.0
384466.42424242425,430000,2.0,103.0
318074.19402985077,261781,2.0,96.0
250187.38461538462,289820,2.0,82.0
303358.5,397670,2.0,111.0
317196.43076923076,410000,3.0,146.0
432170.7151162791,424000,2.0,96.0
432170.7151162791,430000,2.0,107.0
432170.7151162791,430000,2.0,96.0
432170.7151162791,431700,2.0,107.0
432170.7151162791,441000,2.0,108.0
432170.7151162791,442000,3.0,106.0
432170.7151162791,457000,2.0,112.0
432170.7151162791,463000,3.0,116.0
432170.7151162791,464750,2.0,115.0
432170.7151162791,583000,2.0,127.0
432170.7151162791,605000,2.0,118.0
432170.7151162791,637000,3.0,154.0
327666.6666666667,219000,2.0,100.0
244653.84615384616,155000,1.0,60.0
317196.43076923076,195000,2.0,74.0
244653.84615384616,225000,2.0,80.0
432170.7151162791,265000,2.0,60.0
360069.31192660553,315000,2.0,104.0
239600.0,335000,2.0,100.0
432170.7151162791,355000,2.0,95.0
432170.7151162791,525000,2.0,100.0
432170.7151162791,572000,3.0,145.0
317196.43076923076,220000,2.0,74.0
432170.7151162791,395000,2.0,107.0
465536.36363636365,169000,1.0,44.0
297606.0,249000,2.0,79.0
238852.20512820513,165000,2.0,72.0
277212.0068965517,257000,2.0,95.0
264300.0,257000,2.0,95.0
277212.0068965517,303600,2.0,105.0
277212.0068965517,309900,2.0,109.0
277212.0068965517,360569,2.0,135.0
277212.0068965517,396100,3.0,119.0
219325.4,295000,3.0,108.0
313229.4117647059,219900,2.0,86.0
360069.31192660553,249000,2.0,93.0
303358.5,269000,2.0,77.0
244653.84615384616,319000,2.0,116.0
317196.43076923076,340000,3.0,145.0
317196.43076923076,350000,2.0,107.0
303358.5,379000,3.0,130.0
303358.5,289000,2.0,90.0
303358.5,289000,1.0,80.0
360069.31192660553,395000,2.0,95.0
299311.1111111111,277500,1.0,92.0
290204.597826087,209000,1.0,65.0
290204.597826087,239000,1.0,81.0
313229.4117647059,261500,1.0,74.0
360069.31192660553,275000,2.0,72.0
290204.597826087,279000,2.0,86.0
290204.597826087,309000,2.0,92.0
290204.597826087,309000,3.0,91.0
330577.27142857143,169000,2.0,65.0
271620.3,145000,2.0,142.0
432170.7151162791,245000,2.0,72.0
291505.0,249000,3.0,90.0
257243.3125,249600,1.0,75.0
291505.0,259000,2.0,99.0
384466.42424242425,279000,1.0,75.0
384466.42424242425,284000,1.0,75.0
384466.42424242425,285000,1.0,75.0
384466.42424242425,295000,1.0,75.0
360069.31192660553,313500,2.0,83.0
257243.3125,315000,2.0,90.0
330577.27142857143,319000,3.0,125.0
360069.31192660553,335500,2.0,86.0
465536.36363636365,374900,2.0,88.0
367749.8620689655,394500,2.0,91.0
384466.42424242425,419000,2.0,103.0
384466.42424242425,428000,2.0,103.0
384466.42424242425,435000,2.0,103.0
294249.7731958763,135000,1.0,59.0
313229.4117647059,398000,3.0,126.0
291505.0,220000,2.0,108.0
294249.7731958763,139000,1.0,62.0
432170.7151162791,269500,1.0,82.0
360069.31192660553,338730,2.0,119.0
312382.03007518797,199500,1.0,81.0
318074.19402985077,365000,2.0,90.0
277212.0068965517,214500,1.0,72.0
250187.38461538462,279500,2.0,86.0
291505.0,382789,2.0,124.0
291505.0,402643,2.0,121.0
432170.7151162791,190000,1.0,41.0
271007.13636363635,206000,1.0,88.0
300627.75,239000,3.0,195.0
432170.7151162791,249000,1.0,70.0
476351.2195121951,249000,1.0,70.0
432170.7151162791,299000,1.0,73.0
312166.6666666667,387500,2.0,125.0
476351.2195121951,159900,1.0,70.0
300627.75,269000,2.0,147.0
432170.7151162791,424000,2.0,96.0
313229.4117647059,455000,3.0,161.0
290823.125,331000,2.0,94.0
432170.7151162791,599000,5.0,225.0
317196.43076923076,279000,2.0,117.0
294249.7731958763,169000,2.0,90.0
326553.1914893617,169000,2.0,86.0
271620.3,179000,2.0,105.0
250187.38461538462,185000,3.0,115.0
294249.7731958763,197500,1.0,55.0
360069.31192660553,249000,2.0,92.0
432170.7151162791,295000,1.0,88.0
290204.597826087,299000,2.0,86.0
329620.5,322790,2.0,107.0
277212.0068965517,324500,3.0,134.0
330577.27142857143,355061,4.0,137.0
294249.7731958763,370000,3.0,110.0
432170.7151162791,398000,3.0,100.0
432170.7151162791,430000,3.0,132.0
473300.0,445000,2.0,102.0
360069.31192660553,249000,1.0,78.0
360069.31192660553,255000,1.0,77.0
360069.31192660553,275000,1.0,89.0
360069.31192660553,289000,2.0,89.0
317196.43076923076,290000,2.0,102.0
290204.597826087,299000,2.0,94.0
277212.0068965517,299500,3.0,102.0
317196.43076923076,300000,2.0,103.0
317196.43076923076,305000,2.0,111.0
277212.0068965517,305500,3.0,105.0
290204.597826087,309000,2.0,94.0
303358.5,309000,2.0,95.0
303358.5,309000,2.0,96.0
317196.43076923076,310000,2.0,110.0
360069.31192660553,350000,2.0,109.0
432170.7151162791,475000,1.0,82.0
295519.04761904763,259000,2.0,91.0
277212.0068965517,319000,2.0,108.0
360069.31192660553,320000,3.0,108.0
318074.19402985077,298000,1.0,74.0
318074.19402985077,415000,2.0,105.0
318074.19402985077,425000,2.0,105.0
305776.1666666667,290000,2.0,101.0
359280.95238095237,299000,2.0,80.0
359280.95238095237,310000,2.0,80.0
307370.2068965517,329500,2.0,90.0
294249.7731958763,385000,2.0,121.0
203000.0,159000,1.0,55.0
360069.31192660553,215000,2.0,83.0
290692.3076923077,280000,2.0,108.0
432170.7151162791,285000,2.0,70.0
432170.7151162791,298000,1.0,76.0
290692.3076923077,260000,2.0,100.0
290692.3076923077,290000,1.0,120.0
432170.7151162791,335000,2.0,88.0
320690.0,379000,3.0,110.0
432170.7151162791,385000,2.0,77.0
432170.7151162791,425000,3.0,114.0
313229.4117647059,229000,2.0,102.0
270895.4090909091,408500,3.0,190.0
219325.4,125000,2.0,78.0
277212.0068965517,185000,2.0,95.0
294249.7731958763,215000,2.0,83.0
368866.1,375000,2.0,90.0
432170.7151162791,395000,2.0,107.0
315000.0,395000,2.0,107.0
313229.4117647059,495000,2.0,161.0
432170.7151162791,319000,2.0,84.0
318074.19402985077,189000,3.0,118.0
238852.20512820513,220000,2.0,91.0
300627.75,229000,2.0,75.0
432170.7151162791,235000,1.0,45.0
294249.7731958763,240000,1.0,126.0
300627.75,245000,2.0,106.0
294249.7731958763,375000,2.0,173.0
367749.8620689655,259000,1.0,64.0
270895.4090909091,160000,2.0,73.0
476351.2195121951,185000,2.0,90.0
294249.7731958763,169000,1.0,83.0
295519.04761904763,169000,2.0,77.0
293285.71428571426,189000,1.0,85.0
277212.0068965517,199000,2.0,97.0
305776.1666666667,242000,1.0,75.0
277212.0068965517,249000,1.0,90.0
328250.0,275000,2.0,112.0
322408.375,295000,1.0,86.0
290204.597826087,120000,1.0,61.0
207000.0,207000,1.0,75.0
253133.33333333334,295000,2.0,97.0
291956.0909090909,320000,3.0,147.0
336275.8333333333,497500,2.0,197.0
360069.31192660553,185000,2.0,79.0
299311.1111111111,339000,4.0,178.0
271620.3,225000,1.0,270.0
271620.3,225000,3.0,270.0
239600.0,199000,2.0,108.0
318074.19402985077,285000,2.0,100.0
318074.19402985077,309000,2.0,105.0
476351.2195121951,110000,1.0,68.0
300627.75,179000,1.0,60.0
253133.33333333334,180000,2.0,124.0
476351.2195121951,185000,2.0,90.0
277212.0068965517,189000,2.0,72.0
476351.2195121951,225000,2.0,104.0
300627.75,234000,3.0,113.0
312382.03007518797,235000,1.0,115.0
432170.7151162791,244000,2.0,60.0
367749.8620689655,299000,3.0,125.0
277212.0068965517,299000,2.0,90.0
476351.2195121951,320000,2.0,140.0
291505.0,322500,2.0,92.0
360069.31192660553,395000,2.0,200.0
432170.7151162791,485000,3.0,109.0
250187.38461538462,254620,1.0,71.0
250187.38461538462,254620,1.0,70.0
250187.38461538462,289820,2.0,84.0
312382.03007518797,250000,2.0,108.0
312382.03007518797,250000,2.0,108.0
330577.27142857143,257100,2.0,88.0
330577.27142857143,266900,2.0,88.0
330577.27142857143,270400,2.0,88.0
312382.03007518797,275000,2.0,108.0
330577.27142857143,280300,2.0,88.0
312382.03007518797,285000,2.0,95.0
312382.03007518797,295000,2.0,84.0
312382.03007518797,307000,2.0,99.0
312382.03007518797,310000,2.0,95.0
312382.03007518797,315000,2.0,86.0
318466.6666666667,315000,2.0,101.0
312382.03007518797,320000,3.0,127.0
330577.27142857143,322000,2.0,102.0
312382.03007518797,325000,2.0,99.0
330577.27142857143,326000,2.0,93.0
330577.27142857143,333300,2.0,102.0
312382.03007518797,335000,3.0,127.0
312382.03007518797,340000,3.0,120.0
317196.43076923076,349000,2.0,153.0
312382.03007518797,360000,2.0,121.0
312382.03007518797,360000,2.0,124.0
312382.03007518797,370000,3.0,128.0
432170.7151162791,375000,1.0,70.0
312382.03007518797,375000,2.0,124.0
312382.03007518797,385000,3.0,129.0
432170.7151162791,406500,2.0,94.0
432170.7151162791,435500,3.0,119.0
312382.03007518797,689000,4.0,155.0
432170.7151162791,695000,2.0,132.0
312382.03007518797,715000,3.0,161.0
299311.1111111111,252500,1.0,76.0
299311.1111111111,255000,1.0,85.0
299311.1111111111,259000,1.0,86.0
299311.1111111111,275000,2.0,95.0
295519.04761904763,302950,3.0,142.0
299311.1111111111,315000,2.0,97.0
299311.1111111111,329000,2.0,111.0
299311.1111111111,345000,3.0,113.0
299311.1111111111,346000,3.0,114.0
250187.38461538462,189500,1.0,59.0
328250.0,322000,1.0,86.0
331600.0,188000,2.0,88.0
290204.597826087,289000,2.0,83.0
291956.0909090909,298000,2.0,130.0
290204.597826087,299000,2.0,86.0
290204.597826087,309000,2.0,86.0
290204.597826087,309000,2.0,88.0
290204.597826087,309000,2.0,83.0
290204.597826087,310000,2.0,87.0
290204.597826087,315000,2.0,89.0
290204.597826087,319000,2.0,86.0
290204.597826087,329000,2.0,88.0
290204.597826087,329000,2.0,88.0
432170.7151162791,449764,3.0,107.0
360069.31192660553,625000,3.0,160.0
432170.7151162791,299000,1.0,72.0
277212.0068965517,250000,2.0,130.0
305776.1666666667,135000,2.0,69.0
257243.3125,149500,2.0,86.0
216053.57142857142,165000,1.0,60.0
291505.0,175000,1.0,77.0
476351.2195121951,190000,1.0,68.0
307370.2068965517,190000,3.0,109.0
556000.0,220000,2.0,79.0
291505.0,239000,3.0,99.0
277212.0068965517,255000,3.0,110.0
367749.8620689655,260000,3.0,97.0
307370.2068965517,399000,2.0,178.0
312382.03007518797,410000,2.0,137.0
303358.5,147000,1.0,42.0
270895.4090909091,179000,2.0,75.0
239600.0,190000,2.0,77.0
238852.20512820513,195000,2.0,116.0
312382.03007518797,249000,2.0,105.0
432170.7151162791,285000,2.0,92.0
327666.6666666667,449000,3.0,247.0
270895.4090909091,275000,3.0,135.0
295519.04761904763,149000,1.0,80.0
294249.7731958763,155000,2.0,112.0
291505.0,215000,2.0,81.0
290204.597826087,229000,2.0,105.0
294249.7731958763,249000,3.0,204.0
312382.03007518797,199000,2.0,94.0
556000.0,265000,2.0,81.0
277212.0068965517,495000,3.0,160.0
244653.84615384616,167500,2.0,99.0
281000.0,287000,1.0,91.0
277212.0068965517,230000,1.0,64.0
216053.57142857142,235000,2.0,120.0
277212.0068965517,265000,2.0,90.0
322408.375,299500,2.0,104.0
294249.7731958763,398500,2.0,99.0
270895.4090909091,399999,3.0,111.0
432170.7151162791,406000,2.0,84.0
336275.8333333333,450000,3.0,270.0
290204.597826087,499000,5.0,200.0
290204.597826087,316000,2.0,94.0
476351.2195121951,490000,3.0,137.0
432170.7151162791,370000,3.0,112.0
279595.0,395000,2.0,193.0
250187.38461538462,199000,2.0,95.0
294249.7731958763,285000,2.0,119.0
279595.0,145000,3.0,124.0
271620.3,175000,3.0,94.0
281000.0,275000,1.0,87.0
312382.03007518797,210000,3.0,127.0
312382.03007518797,210000,1.0,88.0
294249.7731958763,268000,2.0,86.0
294249.7731958763,535000,2.0,141.0
239600.0,199000,2.0,111.0
294249.7731958763,244000,3.0,105.0
432170.7151162791,349000,2.0,93.0
322408.375,414767,3.0,141.0
328392.2,365000,3.0,250.0
326553.1914893617,199000,2.0,99.0
271620.3,219000,5.0,303.0
432170.7151162791,245000,1.0,39.0
317196.43076923076,248000,2.0,96.0
257243.3125,238000,2.0,86.0
330577.27142857143,449000,3.0,235.0
432170.7151162791,442000,3.0,107.0
432170.7151162791,457000,2.0,113.0
294249.7731958763,149000,2.0,74.0
239600.0,215000,3.0,108.0
279595.0,339000,3.0,152.0
300627.75,199000,1.0,66.0
300627.75,249000,1.0,76.0
300627.75,345000,3.0,116.0
300627.75,382750,3.0,116.0
293285.71428571426,185000,2.0,91.0
476351.2195121951,175000,2.0,88.0
432170.7151162791,198000,1.0,65.0
